title,abstract
Ribonucleic acid purification,"Disclosed herein are methods for purifying RNA comprising poly A. Also disclosed herein are compositions such as surfaces and oligonucleotides for purifying RNA comprising polyA. Other embodiments are also disclosed. Commercially-available resins having polythymidine oligonucleotide ligands typically contain less than 30 thymidine (2′deoxy) residues and some commercial resin suppliers utilize a distribution of dT chain lengths, not of a discreet length."
RESPIRATORY VIRUS NUCLEIC ACID VACCINES,"Provided herein, in some embodiments, are vaccines (and vaccination methods) that include a ribonucleic acid (RNA) polynucleotide encoding a human metapneumovirus (hMPV) F protein and a RNA polynucleotide encoding a human parainfluenza virus 3 (hPIV3) F protein."
SEASONAL RNA INFLUENZA VIRUS VACCINES,The disclosure provides RNA vaccines for seasonal influenza virus as well as methods of using the vaccines.
Heterologous UTR sequences for enhanced mRNA expression,"mRNAs containing an exogenous open reading frame (ORF) flanked by a 5′ untranslated region (UTR) and a 3′ UTR is provided, wherein the 5′ and 3′ UTRs are derived from a naturally abundant mRNA in a tissue. Also provided are methods for identifying the 5′ and 3′ UTRs, and methods for making and using the mRNAs."
RNA affinity purification,"Provided herein, in some embodiments, are methods of purifying a nucleic acid preparation. The methods may comprise contacting a nucleic acid preparation comprising messenger ribonucleic acid with an RNase III enzyme that is immobilized on a solid support and binds to double-stranded RNA contaminants."
EXPANDED T CELL ASSAY,"Assays for assessing the therapeutic efficacy of vaccines, including personalized cancer vaccines are provided. Improved mRNA vaccines are also provided."
INFECTIOUS DISEASE VACCINES,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
Human cytomegalovirus vaccine,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Human cytomegalovirus vaccine,Aspects of the disclosure relate to methods for producing an antigen-specific immune response to human cytomegalovirus (hCMV) in a subject by administering mRNA vaccines.
TROPICAL DISEASE VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
Methods of using OX40 ligand encoding polynucleotides,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules comprising an mRNA encoding an OX40L polypeptide. Also provided is a method for activating T cells or increasing the number of NK cells in a subject in need thereof."
Modified polynucleotides for the production of cytoplasmic and cytoskeletal proteins,"The invention relates to compositions including polynucleotides encoding polypeptides which have been chemically modified by replacing the uridines with 1-methyl-pseudouridine to improve one or more of the stability and/or clearance in tissues, receptor uptake and/or kinetics, cellular access by the compositions, engagement with translational machinery, mRNA half-life, translation efficiency, immune evasion, protein production capacity, secretion efficiency, accessibility to circulation, protein half-life and/or modulation of a cell's status, function, and/or activity."
HIGH-PURITY PEG LIPIDS AND USES THEREOF,"The present disclosure is based, at least in part, on the discovery that high-purity PEG lipids exhibit superior physical and biological properties, particularly when used in lipid nanoparticle (LNP) formulations. Therefore, the present disclosure provides PEG lipids at a recommended purity, e.g., for use in formulations, such as LNP formulations. The present disclosure also provides LNPs comprising the high-purity PEG lipids, and methods for delivering therapeutic agents to a subject using the same."
COMPOSITIONS AND METHODS FOR DELIVERY OF AGENTS,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins. These compositions are not subject to accelerated blood clearance and they have an improved toxicity profile in vivo."
HUMAN CYTOMEGALOVIRUS VACCINE,Aspects of the disclosure relate to methods for producing an antigen-specific immune response to human cytomegalovirus (hCMV) in a subject by administering mRNA vaccines.
Polynucleotides encoding tethered interleukin-12 (IL12) polypeptides and uses thereof,"The present disclosure relates to polynucleotides encoding tethered interleukin-12 (IL-12) polypeptides comprising an IL-12 polypeptide and a membrane domain. The present disclosure also relates to vectors comprising the polynucleotides; host cells comprising the polynucleotides or vectors, polypeptides encoded by the polynucleotides; compositions comprising the polynucleotides, vectors, host cells, or polypeptides and a delivery agent; and uses thereof, including treatment of cancer."
MODIFIED MRNA FOR THE TREATMENT OF PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS DISORDERS,"The present disclosure provides compositions of nucleic acids relating to biliary epithelial transporters. For example, the present disclosure relates to nucleic acids capable of regulating the biliary secretion of phospholipids, including phosphatidylcholine, e.g., those encoded by ATP binding cassette subfamily B member 4 (ABCB4) or a biologically active fragment thereof, in a target cell. In a preferred embodiment, the present disclosure provides compositions comprising modified mRNA encoding ABCB4 formulated in a lipid nanoparticle (LNP) carrier and derivative constructs, which are useful for treating or preventing progressive familial intrahepatic cholestasis type 3 (PFIC3)."
POLYNUCLEOTIDES ENCODING PROPIONYL-COA CARBOXYLASE ALPHA AND BETA SUBUNITS FOR THE TREATMENT OF PROPIONIC ACIDEMIA,"This disclosure relates to mRNA therapy for the treatment of propionic acidemia (PA). mRNAs for use in the invention, when administered in vivo, encode human propionyl-CoA carboxylase alpha (PCCA) and/or human propionyl-CoA carboxylase beta (PCCB), and isoforms thereof, functional fragments thereof, and fusion proteins comprising PCCA and/or PCCB. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of propionyl-CoA carboxylase (PCC) expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of disease-associated toxic metabolites associated with deficient PCCA or PCCB activity, in subjects."
